chapter#	sectionfloat	isextra	paragraph
7	0.48	0	 ábra - Előrefelé láncolás algoritmus az ítéletkalkulus számára. Az agenda tartalmazza azokat a szimbólumokat, amelyek ismerten igazak, de még nem „dolgozták fel” őket. A számol tábla követi, hogy az egyes implikációknak hány premisszája ismeretlen. Ha az agendáról egy új p szimbólumot feldolgozunk, minden olyan implikáció számlálója csökken eggyel, amelynek premisszájában p megjelenik. (Ez megoldható konstans időben, ha a TB megfelelően indexelt.) Ha a számláló eléri a nullát, azaz az implikáció minden premisszája ismert, akkor az implikáció konklúzióját hozzá lehet adni az agendához. Végül szükségünk van arra, hogy kövessük melyik szimbólumot dolgoztuk már fel; egy kikövetkeztetett szimbólumot nem kell hozzáadni az agendához, ha azt már korábban sikeresen feldolgoztuk. Így elkerülhető a redundáns munka, és megakadályozza a végtelen ciklusok kialakulását, amelyet olyan implikációk okozhatnak, mint a P ⇒ Q és Q ⇒ P. Előrefelé láncolás algoritmus az ítéletkalkulus számára. Az agenda tartalmazza azokat a szimbólumokat, amelyek ismerten igazak, de még nem „dolgozták fel” őket. A számol tábla követi, hogy az egyes implikációknak hány premisszája ismeretlen. Ha az agendáról egy új p szimbólumot feldolgozunk, minden olyan implikáció számlálója csökken eggyel, amelynek premisszájában p megjelenik. (Ez megoldható konstans időben, ha a TB megfelelően indexelt.) Ha a számláló eléri a nullát, azaz az implikáció minden premisszája ismert, akkor az implikáció konklúzióját hozzá lehet adni az agendához. Végül szükségünk van arra, hogy kövessük melyik szimbólumot dolgoztuk már fel; egy kikövetkeztetett szimbólumot nem kell hozzáadni az agendához, ha azt már korábban sikeresen feldolgoztuk. Így elkerülhető a redundáns munka, és megakadályozza a végtelen ciklusok kialakulását, amelyet olyan implikációk okozhatnak, mint a P ⇒ Q és Q ⇒ P.
24	0.166667	1	A Sketchpad Ivan E. Sutherland 1963-ban készített PhD disszertációjában megszületett szoftver. [2] [3] A programot a CAD (Computer Aided Design) alkalmazások úttörőjeként szokás emlegetni. A Sketchpad nem csupán az első ablakban futó, grafikus, virtuális (papír)lapot használó szoftver volt, de a megszületésével világra jött az objektum orientált programozási technika. Az alkalmazás segítségével grafikus objektumok adhatók meg bizonyos fontos pontok (csúcsok, középpontok) megadásával, melyekre a számítógép alkalmazza az ismert törvényszerűségeket – párhuzamos oldalak, derékszögben találkozó élek, stb. – így állítva elő a kívánt végeredményt. A Sketchpad az MIT Lincoln Laboratories 1956-ban épített TX-2 nevű számítógépén futott, mely az utolsó, saját tetővel rendelkező szuperszámítógép volt. 460 kbyte adatot tudott tárolni és 400 000 műveletet végzett másodpercenként, mely egy 1987-es asztali Mac számítógép teljesítményével volt egyenértékű. [1] A felhasználó egy fényceruza segítségével kommunikált a programmal, mely használatával szintén úttörő volt Sutherland fejlesztése, ám később ez a beviteli eszköz nem bizonyult megfelelőnek. Egyszer megkérdezték tőle, hogy hogyan tudta megcsinálni az első interaktív grafikus programot, az első nem procedurális programozási nyelvet és az első objektum orientált szoftvert, mindezt 1 éven belül. Erre azt válaszolta, „Nem tudtam, hogy nehéz”.
6	0.1	1	Egyértelmű előnyt jelentett a kisebb keresési fa, ám a megvalósítás korántsem volt ilyen kézenfekvő. A fő problémát az jelentette, hogy a programra bízta annak eldöntését, hogy melyik lépés minősül jónak, és éri meg a fáradtságot, hogy végigjárják a lehetséges állásokat. Jóval nehezebb volt a feladat, mint az „A típus” esetében komolyabb hardvereket fejleszteni és keresési algoritmusokat bővíteni.
12	0.952381	0	Tekintsük a következő indoklást: egy bizonytalan kiinduló állapotot megengedő keretrendszerbe a diszjunktív következmények (disconjuctive effects) csak jelölési könnyebbséget jelentenek, és nem a kifejezőképesség növelésére szolgálnak. Egy P ∨ Q diszjunktív következményt tartalmazó a cselekvéssémát mindig helyettesíthetünk a when R: P ∧ when ¬R: Q feltételes következményekkel, ami cserében két hagyományos cselekvésre redukálható. Az R kifejezés egy a kiinduló állapotban ismeretlen véletlen állítást takar, melyhez nem tartozik érzékelő cselekvés. Helyes ez az indoklás? Vegyünk külön két esetet, egyet, melyben csak egy a cselekvésséma szerepel a tervben, és egy másikat, melyben több mint egy példány van.
1	0.896552	0	* Ebben a könyvben azt a nézetet fogadjuk el, hogy az intelligencia lényegében a racionális cselekvéssel kapcsolatos. Egy intelligens ágens, ideális esetben, az adott szituációban a legjobb cselekvéshez folyamodik. Az ilyen értelemben vett intelligens ágensek építési problémáit fogjuk tanulmányozni. * A filozófusok (i. e. 400-ig visszamenőleg) tették lehetővé az MI kialakulását azáltal, hogy felvetették: az elme bizonyos értelemben gépszerű, hogy valamilyen belső nyelvezetben kódolt tudásanyagon operál, és hogy a gondolat a helyes cselekvés megválasztásának eszköze. * A matematikusok megadták a logikailag biztos, valamint a bizonytalan valószínűségi állítások manipulálásának eszközét. Megadták annak az alapjait is, hogy megértsük a számításokat és az algoritmusokról következtethessünk. * A közgazdászok formalizálták a döntéshozatal folyamatát, hogy a döntéshozónak maximális várható hasznot biztosítson. * A pszichológusok megerősítették azt a gondolatot, hogy az ember és az állatok információprocesszáló gépezetnek tekinthetők. A nyelvészek azt mutatták ki, hogy a nyelvhasználat ezzel a modellel összhangban van. * A számítógép-technika biztosította az MI alkalmazását lehetővé tevő „műterméket”. Az MI-programok nagyok, a működésük lehetetlen lenne a memóriának és a sebességnek a számítógépes ipar biztosította nagyfokú fejlődése nélkül. * Az MI történetében voltak sikeres időszakok, de megtalálhatók a téves optimizmus és a lelkesedés, valamint a finanszírozás elapadása következtében beálló hanyatlás ciklusai is. Voltak időszakok, amelyek során új kreatív megközelítések bevezetése és a legjobb ötletek szisztematikus finomítása történt meg. * Az MI fejlődése az utolsó évtizedben a tudományos módszereknek a kísérletezésben és a megközelítések összehasonlításában való szélesebb körű alkalmazása következtében felgyorsult. * Az intelligencia elméleti alapjainak megértésében bekövetkezett jelenlegi fejlődés kéz a kézben együtt járt a valós rendszerek képességeinek javulásával. Az MI egyes részterületei jobban integrálódtak, és az MI és más tudományágak megtalálták a közös alapjukat.
24	0.666667	0	Az alak felhasználása az objektumfelismerésben sokkal bonyolultabbnak bizonyult. Nagyjából két irányzatot különböztethetünk meg: fényességalapú felismerést (brightness-based recognition), ahol a képpontok fényességértékeit direkt módon használjuk, és jellemzőalapú felismerést (feature-based recognition), ahol kiemelt jellemzők, mint például az élek vagy a kulcspontok részleges elrendezését használjuk. Miután részletesebben megvizsgáltuk e két megközelítést, tárgyalni fogjuk a pozícióbecslést (pose estimation), azaz az objektum helyzetét és irányát a jelenetben.
8	0.741935	0	Ezután megvizsgáljuk a végpontokat (be- és kimeneteket). Egy kapunak vagy áramkörnek egy vagy több bemenete, és egy vagy több kimenete lehet. Mindegyiket elnevezhetnénk egyszerűen egy konstanssal, mint ahogy azt a kapukkal tettük. Így az X[1 ]kapunak olyan végpontjai lennének, mint az X[1]Be[1], az X[1]Be[2] és az X[1]Ki[1]. A hosszú, összetett elnevezéseket azonban célszerű kerülni. Az, hogy valamit X[1]Be[1]-nek nevezünk, nem jelenti azt, hogy ez az X[1] első bemenete; még ekkor is hozzá kell tennünk valamit egy explicit állítást használva. Valószínűleg szerencsésebb egy függvénnyel leírni egy kaput, hasonlóan mint, ahogy János király bal lábát elneveztük BalLáb(János)-nak. Így tehát jelöljük az X[1] kapu első bemenetét úgy, hogy: Be(1, X[1]). Egy hasonló Ki függvényt használunk a kimenetekre.
6	0.1	1	Sajnos ugyanez a „logikája” számos valós életbeli helyzetnek is. Például a legtöbb környezetvédelmi szituáció is hasonló: az egyéni érdek ellentmond a közösség érdekének. Ha pl. szemetelünk, akkor azzal megspóroljuk a szemét kidobásához szükséges időt és energiát, továbbá számottevő mértékben nem rongáljuk környezetünket, viszont ha ilyen alapon mindenki szemetelne, úgy várhatóan igen rossz helyzet adódna. A közösségi normák, társadalmi konvenciók, vagy központi irányítás/szabályozás bevezetése segíthet (és segít is) ezeken a helyzeteken. E nélkül azonban sajnos az egyéni érdek eltiporná a közérdeket, pedig valahol a közérdeket is célszerű lenne mérlegelni az egyéni érdek megfogalmazásakor. Ennek kutatása, modellezése a mai játékelmélet egyik legnagyobb kihívása, de a racionalitással foglalkozó filozófiának is talán ez az egyik legrégebbi talánya: hogyan fér/függ össze egyén és közösség érdeke?
7	0.92	1	A DPLL algoritmus egy konjunktív normál formájú mondatot kap bemenetként, és ebből állít elő további állításokat. Bemenetként odaadjuk neki a fenti formában megadott állítást, majd az algoritmus felsorolja a lehetséges modelleket. A felsorolt modellek alapján eldönthető, hogy egy adott mezőn van-e akna, amennyiben a neki megfelelő koordinátát reprezentáló szimbólum minden modellben igaz, vagy minden modellben hamis. Amennyiben akad igaz és hamis értéket felvevő modell is, abban az esetben az aknáról nem dönthető el a tudásbázis alapján, hogy az adott mezőn van-e akna, vagy sem.
1	0.275862	1	Kezdetben a mágneses rezonanciás képalkotást (MR) pusztán az agy anatómiai és patológiás struktúráinak feltérképezésére, strukturális elváltozások keresésére és azok vizsgálatára használták. Ogawa és munkatársai felfedezésének köszönhetően azonban újabb lehetőséggel bővült az MR felhasználásának köre. Az MR-rel nemcsak az adott agyterület struktúrája vizsgálható, hanem a funkciója is. Ezt az eljárást „funkcionális” MR-nek (fMR) nevezik. Az fMR-t nemcsak az alapkutatásban az agy „funkcionális” feltérképezésére használhatjuk, hanem a klinikumban is számos területen fontos szerepet játszhat a beteg állapotának felmérésében, például az epilepszia kivizsgálásában és az idegsebészeti műtétek előtti tervezésben.
9	0.931034	1	 Adja meg az alábbi atomi mondatpárok legáltalánosabb egyesítőjét, ha egyáltalán létezik ilyen: a. P(A, B, B), P(x, y, z) b. Q(y, G(A, B)), Q(G(x, x), y) c. Idősebb(Apja(y), y), Idősebb(Apja(x), János) d. Ismeri(Apja(y), y), Ismeri(x, x)
26	0.571429	0	Mindannyian csak intuíciónk alapján tudunk érvelni. Először vegyük észre, ahhoz, hogy a külső viselkedés változatlan maradjon, mialatt a kísérlet alanya fokozatosan elveszti a tudatát, az akaratnak egyik pillanatról a másikra hirtelen és teljesen kell eltűnnie; különben a tudat zsugorodása befolyásolná a külső viselkedést – például ilyesmi szavak hangzanának el: „Segítség, eltűnőben vagyok!” Elég valószínűtlenül hangzik azonban, hogy a neuronok egyenkénti lecserélése az akarat hirtelen, egyik lépésről a másikra történő teljes eltűnéséhez vezetne.
19	0.363636	0	Ha a tudásbázis rendelkezik egy ilyen szabállyal, akkor minden új eset, ami a szabály egy példánya, azonnal megoldható. Fontos Természetesen ez csupán egy triviális példa egy igen általános jelenségre. Ha egyszer megértettünk valamit, azt általánosítva más körülmények között is felhasználhatjuk. Egy „nyilvánvaló” megoldási lépést kapunk, amely építőkockaként felhasználható bonyolultabb problémák megoldásában. Alfred North Whitehead, aki Bertrand Russell-lel együtt a Principia Mathematica társszerzője – talán a Zog felfedezése jellegű események megértéséhez saját magára alkalmazva a MAT elvét – azt írta, hogy „A civilizáció azáltal halad előre, hogy szaporítja azoknak a fontos cselekvéseknek a számát, amelyeket gondolkodás nélkül véghezvihetünk” (Whitehead, 1911). Ha ön, kedves olvasó, a deriválási példa lényegét megértette, akkor az agya már buzgón azon dolgozik, hogy megkísérelje a magyarázatalapú tanulás általános elvét kinyerni ebből a példából. Figyelje meg, hogy hacsak nem lényegesen okosabb a szerzőknél, a magyarázatalapú példa bemutatása előtt még nem ismerte fel a MAT-ot. A Zogot figyelő ősemberekhez hasonlóan önnek (és nekünk is) egy példát kellett látnunk, mielőtt az alapelvet meg tudtuk fogalmazni. Ez azért van így, mert megmagyarázni, hogy miért jó egy ötlet, sokkal könnyebb, mint magát az ötletet megfogalmazni.
